691511.4052, 5147372.1850
691511.4052, 5147380.1850
691511.4052, 5147388.1850
691503.4052, 5147396.1850
691503.4052, 5147388.1850
691503.4052, 5147380.1850
691503.4052, 5147372.1850
691503.4052, 5147364.1850
691495.4052, 5147356.1850
691495.4052, 5147364.1850
691495.4052, 5147372.1850
691495.4052, 5147380.1850
691495.4052, 5147388.1850
691495.4052, 5147396.1850
691487.4052, 5147404.1850
691487.4052, 5147396.1850
691487.4052, 5147388.1850
691487.4052, 5147380.1850
691487.4052, 5147372.1850
691487.4052, 5147364.1850
691487.4052, 5147356.1850
691479.4052, 5147356.1850
691479.4052, 5147364.1850
691479.4052, 5147372.1850
691479.4052, 5147380.1850
691479.4052, 5147388.1850
691479.4052, 5147396.1850
691479.4052, 5147404.1850
691471.4052, 5147412.1850
691471.4052, 5147404.1850
691471.4052, 5147396.1850
691471.4052, 5147388.1850
691471.4052, 5147380.1850
691471.4052, 5147372.1850
691471.4052, 5147364.1850
691471.4052, 5147356.1850
691463.4052, 5147356.1850
691463.4052, 5147364.1850
691463.4052, 5147372.1850
691463.4052, 5147380.1850
691463.4052, 5147388.1850
691463.4052, 5147396.1850
691463.4052, 5147404.1850
691463.4052, 5147412.1850
691455.4052, 5147412.1850
691455.4052, 5147404.1850
691455.4052, 5147396.1850
691455.4052, 5147388.1850
691455.4052, 5147380.1850
691455.4052, 5147372.1850
691455.4052, 5147364.1850
691455.4052, 5147356.1850
691447.4052, 5147356.1850
691447.4052, 5147364.1850
691447.4052, 5147372.1850
691447.4052, 5147380.1850
691447.4052, 5147388.1850
691447.4052, 5147396.1850
691447.4052, 5147404.1850
691447.4052, 5147412.1850
691439.4052, 5147420.1850
691439.4052, 5147412.1850
691439.4052, 5147404.1850
691439.4052, 5147396.1850
691439.4052, 5147388.1850
691439.4052, 5147380.1850
691439.4052, 5147372.1850
691439.4052, 5147364.1850
691439.4052, 5147356.1850
691431.4052, 5147356.1850
691431.4052, 5147364.1850
691431.4052, 5147372.1850
691431.4052, 5147380.1850
691431.4052, 5147388.1850
691431.4052, 5147396.1850
691431.4052, 5147404.1850
691431.4052, 5147412.1850
691431.4052, 5147420.1850
691423.4052, 5147420.1850
691423.4052, 5147412.1850
691423.4052, 5147404.1850
691423.4052, 5147396.1850
691423.4052, 5147388.1850
691423.4052, 5147380.1850
691423.4052, 5147372.1850
691423.4052, 5147364.1850
691423.4052, 5147356.1850
691415.4052, 5147356.1850
691415.4052, 5147364.1850
691415.4052, 5147372.1850
691415.4052, 5147380.1850
691415.4052, 5147388.1850
691415.4052, 5147396.1850
691415.4052, 5147404.1850
691415.4052, 5147412.1850
691415.4052, 5147420.1850
691415.4052, 5147428.1850
691407.4052, 5147428.1850
691407.4052, 5147420.1850
691407.4052, 5147412.1850
691407.4052, 5147404.1850
691407.4052, 5147396.1850
691407.4052, 5147388.1850
691407.4052, 5147380.1850
691407.4052, 5147372.1850
691407.4052, 5147364.1850
691407.4052, 5147356.1850
691399.4052, 5147356.1850
691399.4052, 5147364.1850
691399.4052, 5147372.1850
691399.4052, 5147380.1850
691399.4052, 5147388.1850
691399.4052, 5147396.1850
691399.4052, 5147404.1850
691399.4052, 5147412.1850
691399.4052, 5147420.1850
691399.4052, 5147428.1850
691391.4052, 5147436.1850
691391.4052, 5147428.1850
691391.4052, 5147420.1850
691391.4052, 5147412.1850
691391.4052, 5147404.1850
691391.4052, 5147396.1850
691391.4052, 5147388.1850
691391.4052, 5147380.1850
691391.4052, 5147372.1850
691391.4052, 5147364.1850
691383.4052, 5147364.1850
691383.4052, 5147372.1850
691383.4052, 5147380.1850
691383.4052, 5147388.1850
691383.4052, 5147396.1850
691383.4052, 5147404.1850
691383.4052, 5147412.1850
691383.4052, 5147420.1850
691383.4052, 5147428.1850
691383.4052, 5147436.1850
691375.4052, 5147436.1850
691375.4052, 5147428.1850
691375.4052, 5147420.1850
691375.4052, 5147412.1850
691375.4052, 5147404.1850
691375.4052, 5147396.1850
691375.4052, 5147388.1850
691375.4052, 5147380.1850
691375.4052, 5147372.1850
691367.4052, 5147372.1850
691367.4052, 5147380.1850
691367.4052, 5147388.1850
691367.4052, 5147396.1850
691367.4052, 5147404.1850
691367.4052, 5147412.1850
691367.4052, 5147420.1850
691367.4052, 5147428.1850
691367.4052, 5147436.1850
691359.4052, 5147444.1850
691351.4052, 5147452.1850
691343.4052, 5147452.1850
691335.4052, 5147460.1850
691327.4052, 5147460.1850
691319.4052, 5147468.1850
691311.4052, 5147468.1850
691303.4052, 5147468.1850
691295.4052, 5147468.1850
691287.4052, 5147460.1850
691295.4052, 5147460.1850
691303.4052, 5147460.1850
691311.4052, 5147460.1850
691319.4052, 5147460.1850
691319.4052, 5147452.1850
691311.4052, 5147452.1850
691303.4052, 5147452.1850
691295.4052, 5147452.1850
